SourceTime;Side;Action;OrderId;Price;Qty;B0;BQ0;BN0;A0;AQ0;AN0
10900486353;2;Y;20220614108264;1983;100;;;;;;
10900486374;2;Y;20220614108539;1830;1;;;;;;
10900486378;2;Y;20220614108609;1855;7;;;;;;
10900486878;2;Y;20220614112900;1745;1;;;;;;
10900486979;2;Y;20220614113641;1790;6;;;;;;
10900487992;2;Y;20220615000003;1943;1;;;;;;
10900488050;2;Y;20220615000009;1939;1;;;;;;
10900489319;2;Y;20220615000037;1733;1;;;;;;
10900490404;2;Y;20220615000067;1950;1;;;;;;
10900491099;2;Y;20220615000278;1735;1;;;;;;
10900492509;2;Y;20220615005175;1937;1;;;;;;
10900493170;2;Y;20220615008902;1935;1;;;;;;
10900493320;2;Y;20220615009606;1738;1;;;;;;
10900494576;1;Y;20220615018398;1587;4;;;;;;
10900494877;2;Y;20220615021127;1850;6;;;;;;
10900497726;1;Y;20220615036475;1650;5;;;;;;
10900497727;1;Y;20220615036485;1640;5;;;;;;
10900497737;1;Y;20220615036495;1630;5;;;;;;
10900498277;1;Y;20220615040928;1506;5;;;;;;
10900501586;2;Y;20220615058618;1723;1;;;;;;
10900501756;1;Y;20220615060750;1653;10;;;;;;
10900502050;1;Y;20220615063087;1625;1;;;;;;
10900505344;2;Y;20220615089290;1719;1;;;;;;
10900505738;2;Y;20220615092198;1750;1;;;;;;
10900505749;2;Y;20220615092261;1800;1;;;;;;
10900506477;2;Y;20220617095865;1703;1;;;;;;
10900511482;1;Y;20220617000079;1595;1;;;;;;
10900511482;2;Y;20220617000080;1759;1;;;;;;
10900511723;2;Y;20220617000097;1819;1;;;;;;
10900511996;2;Y;20220617000101;1854;1;;;;;;
10900513432;2;Y;20220617000130;1711;1;;;;;;
10900513433;1;Y;20220617000134;1640;1;;;;;;
10900514285;1;Y;20220617000521;1649;2;;;;;;
10900515083;2;Y;20220617002367;1849;1;;;;;;
10900515496;1;Y;20220617002659;1639;1;;;;;;
10900517151;1;Y;20220617007455;1651;1;;;;;;
10900517177;1;Y;20220615007517;1651;1;;;;;;
10900518035;2;Y;20220617010014;1775;1;;;;;;
10900519716;1;Y;20220617015533;1650;5;;;;;;
10900520046;2;Y;20220617016805;1944;1;;;;;;
10900520066;2;Y;20220617016859;1853;1;;;;;;
10900521833;2;Y;20220617021280;1710;1;;;;;;
10900522682;2;Y;20220617023363;1710;3;;;;;;
10900526417;2;Y;20220617034130;1727;3;;;;;;
10900526718;1;Y;20220617035071;1573;1;;;;;;
10900527234;1;Y;20220617037486;1675;1;;;;;;
10900527248;1;Y;20220617037520;1665;1;;;;;;
10900527496;2;Y;20220617038943;1740;1;;;;;;
10900528132;1;Y;20220617040719;1502;1;;;;;;
10900528433;1;Y;20220617041750;1553;1;;;;;;
10900529253;1;Y;20220617043297;1648;1;;;;;;
10900529747;1;Y;20220617045336;1670;2;;;;;;
10900529991;2;Y;20220617046115;1765;4;;;;;;
10900532458;2;Y;20220617051875;1800;1;;;;;;
10900533784;1;Y;20220617053649;1670;1;;;;;;
10900534262;2;Y;20220617054327;1748;4;;;;;;
10900535912;2;Y;20220617057327;1780;3;;;;;;
10900536094;2;Y;20220617057568;2078;1;;;;;;
10900536117;1;Y;20220617057581;1670;3;;;;;;
10900536149;2;Y;20220617057602;2155;1;;;;;;
10900537249;2;Y;20220617059344;1729;1;;;;;;
10900537326;2;Y;20220617059706;1701;1;;;;;;
10900539570;2;Y;20220617066739;1824;1;;;;;;
10900540821;2;Y;20220617069237;1688;2;;;;;;
10900540945;2;Y;20220617069590;1698;2;;;;;;
10900540977;2;Y;20220617069644;1694;2;;;;;;
10900542048;1;Y;20220617072243;1627;2;;;;;;
10900542055;1;Y;20220617072248;1669;1;;;;;;
10900542127;1;Y;20220617072373;1603;1;;;;;;
10900542214;1;Y;20220617072403;1634;4;;;;;;
10900542268;1;Y;20220617072465;1670;1;;;;;;
10900542428;1;Y;20220617072798;1660;1;;;;;;
10900543350;1;Y;20220617073717;1673;1;;;;;;
10900543861;2;Y;20220617073817;1718;1;;;;;;
10900543889;1;Y;20220617073819;1676;1;;;;;;
10900544143;2;Y;20220617073862;1680;9;;;;;;
10900544416;1;Y;20220617073923;1659;1;;;;;;
10900544453;2;Y;20220617073939;1776;8;;;;;;
10900544642;1;Y;20220617074019;1678;2;;;;;;
10900544643;1;Y;20220617074022;1678;1;;;;;;
10900544663;1;Y;20220617074028;1678;1;;;;;;
23400286805;1;A;20220620000001;1676;9;1676;9;1;;;
23400287099;1;A;20220620000002;1674;9;1676;9;1;;;
23400287273;1;A;20220620000003;1672;9;1676;9;1;;;
23400290915;1;A;20220620000004;1670;9;1676;9;1;;;
23400290947;1;A;20220620000005;1668;9;1676;9;1;;;
23400296666;1;A;20220620000006;1666;9;1676;9;1;;;
23400296709;1;A;20220620000007;1664;9;1676;9;1;;;
23400296874;1;A;20220620000008;1662;9;1676;9;1;;;
23400302309;1;A;20220620000009;1660;9;1676;9;1;;;
23400302632;1;A;20220620000010;1658;9;1676;9;1;;;
23400312339;1;A;20220620000011;1656;9;1676;9;1;;;
23400312413;1;A;20220620000012;1654;9;1676;9;1;;;
23400312508;1;A;20220620000013;1652;9;1676;9;1;;;
23400319038;1;A;20220620000014;1650;9;1676;9;1;;;
23400319138;1;A;20220620000015;1648;9;1676;9;1;;;
23400326954;1;A;20220620000016;1646;9;1676;9;1;;;
23400327067;1;A;20220620000017;1644;9;1676;9;1;;;
23400327115;1;A;20220620000018;1642;9;1676;9;1;;;
23400330587;1;A;20220620000019;1640;9;1676;9;1;;;
23400331122;1;A;20220620000020;1638;9;1676;9;1;;;
23400331150;1;A;20220620000021;1636;9;1676;9;1;;;
23400344873;1;A;20220620000022;1634;9;1676;9;1;;;
23400344888;1;A;20220620000023;1632;9;1676;9;1;;;
23400344895;1;A;20220620000024;1630;9;1676;9;1;;;
23400344920;1;A;20220620000025;1628;9;1676;9;1;;;
23400344942;2;A;20220620000026;1680;9;1676;9;1;1680;9;1
23400358987;2;A;20220620000027;1682;9;1676;9;1;1680;9;1
23400359072;2;A;20220620000028;1684;9;1676;9;1;1680;9;1
23400359086;2;A;20220620000029;1686;9;1676;9;1;1680;9;1
23400359115;2;A;20220620000030;1688;9;1676;9;1;1680;9;1
23400359199;2;A;20220620000031;1690;9;1676;9;1;1680;9;1
23400362981;2;A;20220620000032;1692;9;1676;9;1;1680;9;1
23400363018;2;A;20220620000033;1694;9;1676;9;1;1680;9;1
23400363040;2;A;20220620000034;1696;9;1676;9;1;1680;9;1
23400380919;2;A;20220620000035;1698;9;1676;9;1;1680;9;1
23400380986;2;A;20220620000036;1700;9;1676;9;1;1680;9;1
23400381023;2;A;20220620000037;1702;9;1676;9;1;1680;9;1
23400381047;2;A;20220620000038;1704;9;1676;9;1;1680;9;1
23400381068;2;A;20220620000039;1706;9;1676;9;1;1680;9;1
23400382486;2;A;20220620000040;1708;9;1676;9;1;1680;9;1
23400398469;2;A;20220620000041;1710;9;1676;9;1;1680;9;1
23400398523;2;A;20220620000042;1712;9;1676;9;1;1680;9;1
23400398548;2;A;20220620000043;1714;9;1676;9;1;1680;9;1
23400398571;2;A;20220620000044;1716;9;1676;9;1;1680;9;1
23400398597;2;A;20220620000045;1718;9;1676;9;1;1680;9;1
23400423018;2;A;20220620000046;1720;9;1676;9;1;1680;9;1
23400423040;2;A;20220620000047;1722;9;1676;9;1;1680;9;1
23400423070;2;A;20220620000048;1724;9;1676;9;1;1680;9;1
23400423095;2;A;20220620000049;1726;9;1676;9;1;1680;9;1
23400423118;2;A;20220620000050;1728;9;1676;9;1;1680;9;1
23400635756;1;A;20220620000051;1690;1;1690;1;1;1680;9;1
23402757929;2;A;20220620000052;1681;1;1690;1;1;1680;9;1
23402797483;2;A;20220620000053;1725;2;1690;1;1;1680;9;1
23402801355;1;A;20220620000054;1647;1;1690;1;1;1680;9;1
23402858398;2;A;20220620000055;0;1;1690;1;1;0;1;1
23403280734;1;D;20220617073717;1673;1;1690;1;1;0;1;1
23403280740;1;A;20220620000057;1654;1;1690;1;1;0;1;1
23404224887;2;A;20220620000058;1693;1;1690;1;1;0;1;1
23404322616;1;A;20220620000059;1678;1;1690;1;1;0;1;1
23404458095;2;A;20220620000060;0;1;1690;1;1;0;2;2
23404462618;2;A;20220620000061;0;1;1690;1;1;0;3;3
23404465970;2;A;20220620000062;0;1;1690;1;1;0;4;4
23404557093;2;A;20220620000064;1692;4;1690;1;1;0;4;4
23404751912;2;A;20220620000065;1699;1;1690;1;1;0;4;4
23404789245;2;D;20220617000097;1819;1;1690;1;1;0;4;4
23404789254;2;A;20220620000066;1846;1;1690;1;1;0;4;4
23405120917;1;A;20220620000068;1664;1;1690;1;1;0;4;4
23405166835;2;D;20220617066739;1824;1;1690;1;1;0;4;4
23405166842;2;A;20220620000069;1826;1;1690;1;1;0;4;4
23405167001;1;A;20220620000070;1654;25;1690;1;1;0;4;4
23405167969;1;A;20220620000072;1680;5;1690;1;1;0;4;4
23405168304;1;A;20220620000073;1662;15;1690;1;1;0;4;4
23405834310;1;A;20220620000074;1648;1;1690;1;1;0;4;4
23405838374;1;A;20220620000075;1633;1;1690;1;1;0;4;4
23405842436;1;A;20220620000076;1619;1;1690;1;1;0;4;4
23405846612;1;A;20220620000077;1598;1;1690;1;1;0;4;4
23405850584;2;A;20220620000078;1711;1;1690;1;1;0;4;4
23405854886;2;A;20220620000079;1725;1;1690;1;1;0;4;4
23405858687;2;A;20220620000080;1741;1;1690;1;1;0;4;4
23405863173;2;A;20220620000081;1772;1;1690;1;1;0;4;4
23405866741;2;A;20220620000082;1789;1;1690;1;1;0;4;4
23406165942;1;A;20220620000083;1668;1;1690;1;1;0;4;4
23406166431;2;A;20220620000084;1749;1;1690;1;1;0;4;4
23406166805;2;A;20220620000086;1696;25;1690;1;1;0;4;4
23406167576;2;A;20220620000087;0;3;1690;1;1;0;7;5
23406168280;2;A;20220620000088;1698;10;1690;1;1;0;7;5
23406638931;2;A;20220620000089;1700;3;1690;1;1;0;7;5
23406817628;2;A;20220620000091;1750;1;1690;1;1;0;7;5
23406833321;2;D;20220615000067;1950;1;1690;1;1;0;7;5
23406833333;2;A;20220620000092;2000;1;1690;1;1;0;7;5
23406913407;1;D;20220617053649;1670;1;1690;1;1;0;7;5
23406913413;1;A;20220620000093;1660;2;1690;1;1;0;7;5
23407165547;2;A;20220620000094;0;1;1690;1;1;0;8;6
23407165984;2;A;20220620000095;1699;1;1690;1;1;0;8;6
23407166292;1;A;20220620000096;1666;1;1690;1;1;0;8;6
23407166307;1;A;20220620000097;1658;1;1690;1;1;0;8;6
23407166821;1;A;20220620000098;1678;1;1690;1;1;0;8;6
23407167213;1;A;20220620000099;1677;2;1690;1;1;0;8;6
23407854509;2;A;20220620000102;1680;2;1690;1;1;0;8;6
23408179629;2;A;20220620000103;1772;1;1690;1;1;0;8;6
23408885940;1;A;20220620000104;1680;3;1690;1;1;0;8;6
23408894951;2;A;20220620000105;1698;3;1690;1;1;0;8;6
23409079146;1;A;20220620000106;1670;1;1690;1;1;0;8;6
23409114005;1;A;20220620000107;1650;5;1690;1;1;0;8;6
23409121439;2;A;20220620000108;1750;5;1690;1;1;0;8;6
23409321579;2;A;20220620000111;0;2;1690;1;1;0;10;7
23409325324;2;A;20220620000112;1698;1;1690;1;1;0;10;7
23409329177;2;A;20220620000113;1678;1;1690;1;1;0;10;7
23410319020;1;D;20220617041750;1553;1;1690;1;1;0;10;7
23410504667;1;A;20220620000114;1654;1;1690;1;1;0;10;7
23410512900;2;A;20220620000115;1714;1;1690;1;1;0;10;7
23410579213;1;A;20220620000116;1679;1;1690;1;1;0;10;7
23410961682;1;A;20220620000117;1678;9;1690;1;1;0;10;7
23412154152;2;A;20220620000118;1697;1;1690;1;1;0;10;7
23412216379;2;A;20220620000119;1706;3;1690;1;1;0;10;7
23412230236;2;A;20220620000120;1704;1;1690;1;1;0;10;7
23412258859;1;A;20220620000121;1656;1;1690;1;1;0;10;7
23412298794;1;A;20220620000122;0;5;1690;1;1;0;10;7
23412325512;2;A;20220620000123;1707;1;1690;1;1;0;10;7
23412340822;1;A;20220620000124;1658;1;1690;1;1;0;10;7
23412354449;1;A;20220620000125;1657;1;1690;1;1;0;10;7
23412368176;1;A;20220620000126;0;2;1690;1;1;0;10;7
23412398887;1;A;20220620000127;1667;2;1690;1;1;0;10;7
23412411060;1;A;20220620000128;1649;1;1690;1;1;0;10;7
23412425160;2;A;20220620000129;1705;2;1690;1;1;0;10;7
23412462440;1;A;20220620000130;1657;16;1690;1;1;0;10;7
23412479358;2;A;20220620000131;1717;16;1690;1;1;0;10;7
23412492806;1;A;20220620000132;1681;1;1690;1;1;0;10;7
23412495128;2;A;20220620000133;1714;1;1690;1;1;0;10;7
23412508816;2;A;20220620000134;1717;2;1690;1;1;0;10;7
23412580545;1;A;20220620000135;1642;1;1690;1;1;0;10;7
23412900891;2;A;20220620000136;1698;3;1690;1;1;0;10;7
23412949622;1;A;20220620000137;1673;5;1690;1;1;0;10;7
23413690468;1;A;20220620000138;0;1;1690;1;1;0;10;7
23413701008;1;A;20220620000139;1678;2;1690;1;1;0;10;7
23413712577;2;A;20220620000140;1696;1;1690;1;1;0;10;7
23413716474;1;A;20220620000141;1680;1;1690;1;1;0;10;7
23413823205;1;A;20220620000142;1660;1;1690;1;1;0;10;7
23413831179;1;A;20220620000143;1650;2;1690;1;1;0;10;7
23413872274;1;A;20220620000144;1658;1;1690;1;1;0;10;7
23413909883;1;A;20220620000145;0;7;1690;1;1;0;10;7
23414043104;2;A;20220620000146;0;1;1690;1;1;0;11;8
23414051889;1;A;20220620000147;1664;3;1690;1;1;0;11;8
23415259861;1;A;20220620000148;1666;1;1690;1;1;0;11;8
23415305450;1;A;20220620000149;1661;1;1690;1;1;0;11;8
23415366393;2;A;20220620000150;1687;1;1690;1;1;0;11;8
23415433078;1;A;20220620000151;1658;1;1690;1;1;0;11;8
23415574355;1;A;20220620000152;1650;1;1690;1;1;0;11;8
23415629024;1;A;20220620000154;0;2;1690;1;1;0;11;8
23415654862;1;A;20220620000155;1681;1;1690;1;1;0;11;8
23415659894;1;A;20220620000156;1686;3;1690;1;1;0;11;8
23416207362;2;A;20220620000158;0;1;1690;1;1;0;12;9
23416902383;2;D;20220614113641;1790;6;1690;1;1;0;12;9
23416925840;2;D;20220617046115;1765;4;1690;1;1;0;12;9
23416937980;2;A;20220620000160;1703;1;1690;1;1;0;12;9
23416954156;2;A;20220620000161;1717;1;1690;1;1;0;12;9
23416980990;1;A;20220620000162;1510;2;1690;1;1;0;12;9
23417006952;1;A;20220620000163;1662;1;1690;1;1;0;12;9
23417033479;1;A;20220620000164;1652;2;1690;1;1;0;12;9
23417057502;1;A;20220620000165;1642;2;1690;1;1;0;12;9
23417717843;1;A;20220620000166;1640;31;1690;1;1;0;12;9
23417885346;1;A;20220620000167;0;18;1690;1;1;0;12;9
23418034036;2;A;20220620000168;1740;18;1690;1;1;0;12;9
23419219078;1;A;20220620000169;1672;1;1690;1;1;0;12;9
23421794843;2;A;20220620000170;1697;1;1690;1;1;0;12;9
23421809949;2;A;20220620000171;1696;1;1690;1;1;0;12;9
23421822581;2;A;20220620000172;1698;1;1690;1;1;0;12;9
23421839997;2;A;20220620000173;1789;19;1690;1;1;0;12;9
23421853687;2;A;20220620000174;1695;5;1690;1;1;0;12;9
23421866566;2;A;20220620000175;0;3;1690;1;1;0;15;10
23421886053;2;A;20220620000176;0;5;1690;1;1;0;20;11
23421900553;1;A;20220620000177;0;5;1690;1;1;0;20;11
23422281991;2;A;20220620000178;0;1;1690;1;1;0;21;12
23424800066;2;A;20220620000179;1680;1;1690;1;1;0;21;12
23425257792;1;A;20220620000180;1647;1;1690;1;1;0;21;12
23426644512;1;A;20220620000181;1452;2;1690;1;1;0;21;12
23426707127;1;A;20220620000182;1498;4;1690;1;1;0;21;12
23426752617;1;A;20220620000183;1548;2;1690;1;1;0;21;12
23426784521;1;A;20220620000184;1589;2;1690;1;1;0;21;12
23426809586;1;A;20220620000185;1684;1;1690;1;1;0;21;12
23426820253;1;A;20220620000186;1598;2;1690;1;1;0;21;12
23426860462;1;A;20220620000187;1649;2;1690;1;1;0;21;12
23427101587;1;A;20220620000188;1650;1;1690;1;1;0;21;12
23428156700;2;A;20220620000189;0;1;1690;1;1;0;22;13
23428200782;1;A;20220620000190;1643;1;1690;1;1;0;22;13
23430329528;1;A;20220620000191;1660;3;1690;1;1;0;22;13
23430369826;2;A;20220620000192;1700;3;1690;1;1;0;22;13
23431094555;1;A;20220620000193;1670;1;1690;1;1;0;22;13
23431146656;1;A;20220620000194;1672;1;1690;1;1;0;22;13
23431186120;1;A;20220620000195;1674;1;1690;1;1;0;22;13
23431227203;1;A;20220620000196;1676;1;1690;1;1;0;22;13
23431361020;1;A;20220620000197;1678;1;1690;1;1;0;22;13
23431405926;1;A;20220620000198;1680;1;1690;1;1;0;22;13
23433135896;2;D;20220615000037;1733;1;1690;1;1;0;22;13
23433135908;2;A;20220620000200;1719;1;1690;1;1;0;22;13
23433164131;1;D;20220617000079;1595;1;1690;1;1;0;22;13
23433164143;1;A;20220620000201;1576;1;1690;1;1;0;22;13
23433194321;2;D;20220617000080;1759;1;1690;1;1;0;22;13
23433194335;2;A;20220620000202;1738;1;1690;1;1;0;22;13
23433225260;1;A;20220620000203;1678;1;1690;1;1;0;22;13
23433304352;1;A;20220620000205;1675;1;1690;1;1;0;22;13
23433337069;2;A;20220620000206;1708;10;1690;1;1;0;22;13
23433383702;2;A;20220620000207;0;5;1690;1;1;0;27;14
23433432530;1;A;20220620000208;1671;2;1690;1;1;0;27;14
23434312748;2;A;20220620000209;1703;1;1690;1;1;0;27;14
23434343535;2;A;20220620000210;1708;1;1690;1;1;0;27;14
23434364737;2;A;20220620000211;1708;1;1690;1;1;0;27;14
23434404786;2;A;20220620000212;1735;1;1690;1;1;0;27;14
23434425438;2;A;20220620000213;1738;1;1690;1;1;0;27;14
23434445339;1;A;20220620000214;1653;1;1690;1;1;0;27;14
23434726608;1;A;20220620000215;1664;1;1690;1;1;0;27;14
23449835647;2;A;20220620000216;1600;6;1690;1;1;0;27;14
23457249570;1;A;20220620000217;1686;10;1690;1;1;0;27;14
23460002353;1;D;20220620000051;1690;1;1686;13;2;0;27;14
23460217471;2;A;20220620000218;3000;1;1686;13;2;0;27;14
23460448296;1;A;20220620000219;1676;1;1686;13;2;0;27;14
23460462868;2;A;20220620000220;3000;1;1686;13;2;0;27;14
23460481801;2;A;20220620000221;3000;1;1686;13;2;0;27;14
23460744451;2;A;20220620000222;3000;1;1686;13;2;0;27;14
23461210179;2;A;20220620000223;3000;1;1686;13;2;0;27;14
23461463688;2;A;20220620000224;3000;1;1686;13;2;0;27;14
23461484690;2;A;20220620000225;3000;1;1686;13;2;0;27;14
23461747250;2;A;20220620000226;3000;1;1686;13;2;0;27;14
23462210213;2;A;20220620000227;3000;1;1686;13;2;0;27;14
23462463700;2;A;20220620000228;3000;1;1686;13;2;0;27;14
23462484742;2;A;20220620000229;3000;1;1686;13;2;0;27;14
23462747330;2;A;20220620000230;3000;1;1686;13;2;0;27;14
23463210270;2;A;20220620000231;3000;1;1686;13;2;0;27;14
23463463784;2;A;20220620000232;3000;1;1686;13;2;0;27;14
23463484807;2;A;20220620000233;3000;1;1686;13;2;0;27;14
23463747348;2;A;20220620000234;3000;1;1686;13;2;0;27;14
23463876036;2;A;20220620000235;1715;1;1686;13;2;0;27;14
23464210303;2;A;20220620000236;3000;1;1686;13;2;0;27;14
23464463833;2;A;20220620000237;3000;1;1686;13;2;0;27;14
23464484874;2;A;20220620000238;3000;1;1686;13;2;0;27;14
23464747431;2;A;20220620000239;3000;1;1686;13;2;0;27;14
23465212099;2;D;20220620000218;3000;1;1686;13;2;0;27;14
23465464128;2;D;20220620000220;3000;1;1686;13;2;0;27;14
23465485417;2;D;20220620000221;3000;1;1686;13;2;0;27;14
23465747943;2;D;20220620000222;3000;1;1686;13;2;0;27;14
23466211391;2;D;20220620000223;3000;1;1686;13;2;0;27;14
23466464112;2;D;20220620000224;3000;1;1686;13;2;0;27;14
23466485907;2;D;20220620000225;3000;1;1686;13;2;0;27;14
23466748432;2;D;20220620000226;3000;1;1686;13;2;0;27;14
23467211418;2;D;20220620000227;3000;1;1686;13;2;0;27;14
23467271712;2;D;20220617038943;1740;1;1686;13;2;0;27;14
23467271734;2;A;20220620000240;1750;1;1686;13;2;0;27;14
23467285309;2;D;20220617069590;1698;2;1686;13;2;0;27;14
23467289043;2;D;20220617069644;1694;2;1686;13;2;0;27;14
23467303798;1;D;20220617074028;1678;1;1686;13;2;0;27;14
23467317628;1;A;20220620000241;1670;1;1686;13;2;0;27;14
23467326923;1;A;20220620000242;1655;30;1686;13;2;0;27;14
23467335765;2;A;20220620000243;1800;1;1686;13;2;0;27;14
23467346129;1;A;20220620000244;1660;1;1686;13;2;0;27;14
23467354302;1;A;20220620000245;1665;1;1686;13;2;0;27;14
23467367151;2;A;20220620000246;0;2;1686;13;2;0;29;15
23467375475;2;A;20220620000247;1878;1;1686;13;2;0;29;15
23467385381;2;A;20220620000248;0;10;1686;13;2;0;39;16
23467395000;1;A;20220620000249;1678;66;1686;13;2;0;39;16
23467404011;1;A;20220620000250;0;6;1686;13;2;0;39;16
23467412006;2;A;20220620000251;1699;9;1686;13;2;0;39;16
23467464212;2;D;20220620000228;3000;1;1686;13;2;0;39;16
23467485926;2;D;20220620000229;3000;1;1686;13;2;0;39;16
23467748488;2;D;20220620000230;3000;1;1686;13;2;0;39;16
23468211460;2;D;20220620000231;3000;1;1686;13;2;0;39;16
23468223998;2;A;20220620000252;1708;1;1686;13;2;0;39;16
23468232204;2;A;20220620000253;1805;1;1686;13;2;0;39;16
23468241717;1;A;20220620000254;1620;25;1686;13;2;0;39;16
